"trainer/global_step","best style a mix - _step","best style a mix - _step__MIN","best style a mix - _step__MAX","best style a mix - train_eiko_epoch","best style a mix - train_eiko_epoch__MIN","best style a mix - train_eiko_epoch__MAX","best curve a mix - _step","best curve a mix - _step__MIN","best curve a mix - _step__MAX","best curve a mix - train_eiko_epoch","best curve a mix - train_eiko_epoch__MIN","best curve a mix - train_eiko_epoch__MAX","best curve a meta - _step","best curve a meta - _step__MIN","best curve a meta - _step__MAX","best curve a meta - train_eiko_epoch","best curve a meta - train_eiko_epoch__MIN","best curve a meta - train_eiko_epoch__MAX","best style a meta - _step","best style a meta - _step__MIN","best style a meta - _step__MAX","best style a meta - train_eiko_epoch","best style a meta - train_eiko_epoch__MIN","best style a meta - train_eiko_epoch__MAX"
"94250","94250","94250","94250","0.0003724907947762404","0.0003724907947762404","0.0003724907947762404","94250","94250","94250","0.0018852118824142963","0.0018852118824142963","0.0018852118824142963","94250","94250","94250","0.002638148542260751","0.002638148542260751","0.002638148542260751","94250","94250","94250","0.0004820100824581459","0.0004820100824581459","0.0004820100824581459"
"94500","94500","94500","94500","0.0003699410837434698","0.0003699410837434698","0.0003699410837434698","94500","94500","94500","0.001888807207113132","0.001888807207113132","0.001888807207113132","94500","94500","94500","0.002636357170064002","0.002636357170064002","0.002636357170064002","94500","94500","94500","0.00047941347677260635","0.00047941347677260635","0.00047941347677260635"
"94750","94750","94750","94750","0.00036712468339828775","0.00036712468339828775","0.00036712468339828775","94750","94750","94750","0.0018871663272147998","0.0018871663272147998","0.0018871663272147998","94750","94750","94750","0.0026365550293121487","0.0026365550293121487","0.0026365550293121487","94750","94750","94750","0.00048086225346196445","0.00048086225346196445","0.00048086225346196445"
"95000","95000","95000","95000","0.0003682980167213827","0.0003682980167213827","0.0003682980167213827","95000","95000","95000","0.0018887962424196303","0.0018887962424196303","0.0018887962424196303","95000","95000","95000","0.002635363285196945","0.002635363285196945","0.002635363285196945","95000","95000","95000","0.0004803794084873516","0.0004803794084873516","0.0004803794084873516"
"95250","95250","95250","95250","0.0003672178877168335","0.0003672178877168335","0.0003672178877168335","95250","95250","95250","0.001896115648560226","0.001896115648560226","0.001896115648560226","95250","95250","95250","0.002635692157782614","0.002635692157782614","0.002635692157782614","95250","95250","95250","0.00048081356909824533","0.00048081356909824533","0.00048081356909824533"
"95500","95500","95500","95500","0.00037442274563363753","0.00037442274563363753","0.00037442274563363753","95500","95500","95500","0.0018865314417053013","0.0018865314417053013","0.0018865314417053013","95500","95500","95500","0.0026401473262812943","0.0026401473262812943","0.0026401473262812943","95500","95500","95500","0.0004809898012899794","0.0004809898012899794","0.0004809898012899794"
"95750","95750","95750","95750","0.0003684073931653984","0.0003684073931653984","0.0003684073931653984","95750","95750","95750","0.0018865453554317356","0.0018865453554317356","0.0018865453554317356","95750","95750","95750","0.0026348192470613866","0.0026348192470613866","0.0026348192470613866","95750","95750","95750","0.00048048465454485266","0.00048048465454485266","0.00048048465454485266"
"96000","96000","96000","96000","0.0003661573039717041","0.0003661573039717041","0.0003661573039717041","96000","96000","96000","0.0018933196065481753","0.0018933196065481753","0.0018933196065481753","96000","96000","96000","0.002637505549704656","0.002637505549704656","0.002637505549704656","96000","96000","96000","0.00047992915305076166","0.00047992915305076166","0.00047992915305076166"
"96250","96250","96250","96250","0.0003670183990616351","0.0003670183990616351","0.0003670183990616351","96250","96250","96250","0.0018820035860408098","0.0018820035860408098","0.0018820035860408098","96250","96250","96250","0.0026341532203368843","0.0026341532203368843","0.0026341532203368843","96250","96250","96250","0.0004783729243790731","0.0004783729243790731","0.0004783729243790731"
"96500","96500","96500","96500","0.00036842862982302903","0.00036842862982302903","0.00036842862982302903","96500","96500","96500","0.0018828237606212496","0.0018828237606212496","0.0018828237606212496","96500","96500","96500","0.0026278374730609355","0.0026278374730609355","0.0026278374730609355","96500","96500","96500","0.00047826874325983227","0.00047826874325983227","0.00047826874325983227"
"96750","96750","96750","96750","0.00036671584093710407","0.00036671584093710407","0.00036671584093710407","96750","96750","96750","0.001885798630071804","0.001885798630071804","0.001885798630071804","96750","96750","96750","0.0026327836498385294","0.0026327836498385294","0.0026327836498385294","96750","96750","96750","0.0004791694588493556","0.0004791694588493556","0.0004791694588493556"
"97000","97000","97000","97000","0.00036597094574244694","0.00036597094574244694","0.00036597094574244694","97000","97000","97000","0.0018849534346954896","0.0018849534346954896","0.0018849534346954896","97000","97000","97000","0.0026356248257216066","0.0026356248257216066","0.0026356248257216066","97000","97000","97000","0.00047918135236250237","0.00047918135236250237","0.00047918135236250237"
"97250","97250","97250","97250","0.0003667005534225609","0.0003667005534225609","0.0003667005534225609","97250","97250","97250","0.0018800422315252946","0.0018800422315252946","0.0018800422315252946","97250","97250","97250","0.002636028532637283","0.002636028532637283","0.002636028532637283","97250","97250","97250","0.00047866201927536167","0.00047866201927536167","0.00047866201927536167"
"97500","97500","97500","97500","0.0003735829240176827","0.0003735829240176827","0.0003735829240176827","97500","97500","97500","0.001888245374779217","0.001888245374779217","0.001888245374779217","97500","97500","97500","0.0026367097515612842","0.0026367097515612842","0.0026367097515612842","97500","97500","97500","0.0004800911659549456","0.0004800911659549456","0.0004800911659549456"
"97750","97750","97750","97750","0.00036908415748621335","0.00036908415748621335","0.00036908415748621335","97750","97750","97750","0.0018867977240588517","0.0018867977240588517","0.0018867977240588517","97750","97750","97750","0.002623819477856159","0.002623819477856159","0.002623819477856159","97750","97750","97750","0.0004802761886676308","0.0004802761886676308","0.0004802761886676308"
"98000","98000","98000","98000","0.00036634988052537665","0.00036634988052537665","0.00036634988052537665","98000","98000","98000","0.001885843352531083","0.001885843352531083","0.001885843352531083","98000","98000","98000","0.002636883365223184","0.002636883365223184","0.002636883365223184","98000","98000","98000","0.00047993104966008107","0.00047993104966008107","0.00047993104966008107"
"98250","98250","98250","98250","0.00036767886287998407","0.00036767886287998407","0.00036767886287998407","98250","98250","98250","0.0018859757349127904","0.0018859757349127904","0.0018859757349127904","98250","98250","98250","0.0026312972542364152","0.0026312972542364152","0.0026312972542364152","98250","98250","98250","0.00047826024881214834","0.00047826024881214834","0.00047826024881214834"
"98500","98500","98500","98500","0.0003660986679024063","0.0003660986679024063","0.0003660986679024063","98500","98500","98500","0.0018788839288754388","0.0018788839288754388","0.0018788839288754388","98500","98500","98500","0.0026358499361667782","0.0026358499361667782","0.0026358499361667782","98500","98500","98500","0.00047864756561466493","0.00047864756561466493","0.00047864756561466493"
"98750","98750","98750","98750","0.000368082625354873","0.000368082625354873","0.000368082625354873","98750","98750","98750","0.0018877638310659678","0.0018877638310659678","0.0018877638310659678","98750","98750","98750","0.002627346885856241","0.002627346885856241","0.002627346885856241","98750","98750","98750","0.0004792974941956345","0.0004792974941956345","0.0004792974941956345"
"99000","99000","99000","99000","0.0003674363207828719","0.0003674363207828719","0.0003674363207828719","99000","99000","99000","0.001885964720044285","0.001885964720044285","0.001885964720044285","99000","99000","99000","0.002629641302395612","0.002629641302395612","0.002629641302395612","99000","99000","99000","0.0004785596216388512","0.0004785596216388512","0.0004785596216388512"
"99250","99250","99250","99250","0.0003653970545565244","0.0003653970545565244","0.0003653970545565244","99250","99250","99250","0.001881995745236054","0.001881995745236054","0.001881995745236054","99250","99250","99250","0.0026300462523940952","0.0026300462523940952","0.0026300462523940952","99250","99250","99250","0.00047753833711612967","0.00047753833711612967","0.00047753833711612967"
"99500","99500","99500","99500","0.0003652859896537848","0.0003652859896537848","0.0003652859896537848","99500","99500","99500","0.0018794035465689377","0.0018794035465689377","0.0018794035465689377","99500","99500","99500","0.002626253437018022","0.002626253437018022","0.002626253437018022","99500","99500","99500","0.0004779567747900728","0.0004779567747900728","0.0004779567747900728"
"99750","99750","99750","99750","0.0003651059065596201","0.0003651059065596201","0.0003651059065596201","99750","99750","99750","0.0018765547145158051","0.0018765547145158051","0.0018765547145158051","99750","99750","99750","0.0026292570936493577","0.0026292570936493577","0.0026292570936493577","99750","99750","99750","0.0004796837531030178","0.0004796837531030178","0.0004796837531030178"
"100001","100001","100001","100001","0.00036728816104005093","0.00036728816104005093","0.00036728816104005093","100001","100001","100001","0.001885145301464945","0.001885145301464945","0.001885145301464945","100001","100001","100001","0.002626514192437753","0.002626514192437753","0.002626514192437753","100001","100001","100001","0.0004787520020036027","0.0004787520020036027","0.0004787520020036027"
"100250","100250","100250","100250","0.0003652361436979845","0.0003652361436979845","0.0003652361436979845","100250","100250","100250","0.0018886640163837001","0.0018886640163837001","0.0018886640163837001","100250","100250","100250","0.0026301021098624915","0.0026301021098624915","0.0026301021098624915","100250","100250","100250","0.000478339740075171","0.000478339740075171","0.000478339740075171"
"100500","100500","100500","100500","0.00036855648818891494","0.00036855648818891494","0.00036855648818891494","100500","100500","100500","0.001886362113058567","0.001886362113058567","0.001886362113058567","100500","100500","100500","0.0026261548164766284","0.0026261548164766284","0.0026261548164766284","100500","100500","100500","0.00047758386537316257","0.00047758386537316257","0.00047758386537316257"
"100750","100750","100750","100750","0.00036489020983572116","0.00036489020983572116","0.00036489020983572116","100750","100750","100750","0.0018820636486634613","0.0018820636486634613","0.0018820636486634613","100750","100750","100750","0.0026235012589022515","0.0026235012589022515","0.0026235012589022515","100750","100750","100750","0.00047769732159213163","0.00047769732159213163","0.00047769732159213163"
"101000","101000","101000","101000","0.0003654973530501593","0.0003654973530501593","0.0003654973530501593","101000","101000","101000","0.0018784231485333295","0.0018784231485333295","0.0018784231485333295","101000","101000","101000","0.002622501498321071","0.002622501498321071","0.002622501498321071","101000","101000","101000","0.0004773467304476071","0.0004773467304476071","0.0004773467304476071"
"101250","101250","101250","101250","0.0003654177372518461","0.0003654177372518461","0.0003654177372518461","101250","101250","101250","0.0018908547493629157","0.0018908547493629157","0.0018908547493629157","101250","101250","101250","0.0026294582346454262","0.0026294582346454262","0.0026294582346454262","101250","101250","101250","0.00047795860026963056","0.00047795860026963056","0.00047795860026963056"
"101500","101500","101500","101500","0.00036593101292965003","0.00036593101292965003","0.00036593101292965003","101500","101500","101500","0.0018855412491830066","0.0018855412491830066","0.0018855412491830066","101500","101500","101500","0.0026239870743593203","0.0026239870743593203","0.0026239870743593203","101500","101500","101500","0.0004772249222151004","0.0004772249222151004","0.0004772249222151004"
"101750","101750","101750","101750","0.0003660818742791889","0.0003660818742791889","0.0003660818742791889","101750","101750","101750","0.0018796592976432294","0.0018796592976432294","0.0018796592976432294","101750","101750","101750","0.0026251396962907163","0.0026251396962907163","0.0026251396962907163","101750","101750","101750","0.0004767031319206581","0.0004767031319206581","0.0004767031319206581"
"102000","102000","102000","102000","0.0003657634751289152","0.0003657634751289152","0.0003657634751289152","102000","102000","102000","0.0018831965517019853","0.0018831965517019853","0.0018831965517019853","102000","102000","102000","0.002621308457572013","0.002621308457572013","0.002621308457572013","102000","102000","102000","0.0004775048031588085","0.0004775048031588085","0.0004775048031588085"
"102250","102250","102250","102250","0.0003674707016616594","0.0003674707016616594","0.0003674707016616594","102250","102250","102250","0.0018781959743937478","0.0018781959743937478","0.0018781959743937478","102250","102250","102250","0.0026211511997971683","0.0026211511997971683","0.0026211511997971683","102250","102250","102250","0.0004780422633048147","0.0004780422633048147","0.0004780422633048147"
"102500","102500","102500","102500","0.0003652073300909251","0.0003652073300909251","0.0003652073300909251","102500","102500","102500","0.0018778299317928032","0.0018778299317928032","0.0018778299317928032","102500","102500","102500","0.002619600836071186","0.002619600836071186","0.002619600836071186","102500","102500","102500","0.0004768718267441727","0.0004768718267441727","0.0004768718267441727"
"102750","102750","102750","102750","0.0003667895934486296","0.0003667895934486296","0.0003667895934486296","102750","102750","102750","0.0018749530599452555","0.0018749530599452555","0.0018749530599452555","102750","102750","102750","0.002617811866803095","0.002617811866803095","0.002617811866803095","102750","102750","102750","0.0004761128022801131","0.0004761128022801131","0.0004761128022801131"
"103000","103000","103000","103000","0.0003673699013888836","0.0003673699013888836","0.0003673699013888836","103000","103000","103000","0.0018885351810604334","0.0018885351810604334","0.0018885351810604334","103000","103000","103000","0.0026176871662028133","0.0026176871662028133","0.0026176871662028133","103000","103000","103000","0.0004767908949870616","0.0004767908949870616","0.0004767908949870616"
"103250","103250","103250","103250","0.00036673830353538506","0.00036673830353538506","0.00036673830353538506","103250","103250","103250","0.0018780376351205633","0.0018780376351205633","0.0018780376351205633","103250","103250","103250","0.0026168703285511584","0.0026168703285511584","0.0026168703285511584","103250","103250","103250","0.0004763405076228082","0.0004763405076228082","0.0004763405076228082"
"103500","103500","103500","103500","0.0003651511747157201","0.0003651511747157201","0.0003651511747157201","103500","103500","103500","0.0018791248390916736","0.0018791248390916736","0.0018791248390916736","103500","103500","103500","0.002619491749210283","0.002619491749210283","0.002619491749210283","103500","103500","103500","0.00047742488922085613","0.00047742488922085613","0.00047742488922085613"
"103750","103750","103750","103750","0.00036536451999563723","0.00036536451999563723","0.00036536451999563723","103750","103750","103750","0.0018797942815581337","0.0018797942815581337","0.0018797942815581337","103750","103750","103750","0.002625458139926195","0.002625458139926195","0.002625458139926195","103750","103750","103750","0.0004750726218626369","0.0004750726218626369","0.0004750726218626369"
"104000","104000","104000","104000","0.00036548126462730577","0.00036548126462730577","0.00036548126462730577","104000","104000","104000","0.001877101024845615","0.001877101024845615","0.001877101024845615","104000","104000","104000","0.0026237059319391847","0.0026237059319391847","0.0026237059319391847","104000","104000","104000","0.0004762545778648928","0.0004762545778648928","0.0004762545778648928"
"104250","104250","104250","104250","0.00036551941317156887","0.00036551941317156887","0.00036551941317156887","104250","104250","104250","0.0018840595094952732","0.0018840595094952732","0.0018840595094952732","104250","104250","104250","0.002620324466144666","0.002620324466144666","0.002620324466144666","104250","104250","104250","0.00047647624390083365","0.00047647624390083365","0.00047647624390083365"
"104500","104500","104500","104500","0.00036594702425645664","0.00036594702425645664","0.00036594702425645664","104500","104500","104500","0.0018807050032773986","0.0018807050032773986","0.0018807050032773986","104500","104500","104500","0.002625004263361916","0.002625004263361916","0.002625004263361916","104500","104500","104500","0.00047701970848720523","0.00047701970848720523","0.00047701970848720523"
"104750","104750","104750","104750","0.00036553920269943776","0.00036553920269943776","0.00036553920269943776","104750","104750","104750","0.0018869738575303927","0.0018869738575303927","0.0018869738575303927","104750","104750","104750","0.002621826071292162","0.002621826071292162","0.002621826071292162","104750","104750","104750","0.00047566163961892016","0.00047566163961892016","0.00047566163961892016"
"105000","105000","105000","105000","0.00036569738373509606","0.00036569738373509606","0.00036569738373509606","105000","105000","105000","0.001875051896320656","0.001875051896320656","0.001875051896320656","105000","105000","105000","0.002617820550920442","0.002617820550920442","0.002617820550920442","105000","105000","105000","0.0004758344103756826","0.0004758344103756826","0.0004758344103756826"
"105250","105250","105250","105250","0.0003644713391840924","0.0003644713391840924","0.0003644713391840924","105250","105250","105250","0.0018871688395738601","0.0018871688395738601","0.0018871688395738601","105250","105250","105250","0.0026194744552485646","0.0026194744552485646","0.0026194744552485646","105250","105250","105250","0.00047665204366785475","0.00047665204366785475","0.00047665204366785475"
"105500","105500","105500","105500","0.0003650001321802847","0.0003650001321802847","0.0003650001321802847","105500","105500","105500","0.001883973782765679","0.001883973782765679","0.001883973782765679","105500","105500","105500","0.0026279904473340138","0.0026279904473340138","0.0026279904473340138","105500","105500","105500","0.0004769385246327147","0.0004769385246327147","0.0004769385246327147"
"105750","105750","105750","105750","0.00036500380575307643","0.00036500380575307643","0.00036500380575307643","105750","105750","105750","0.001885280194110237","0.001885280194110237","0.001885280194110237","105750","105750","105750","0.002621628494467586","0.002621628494467586","0.002621628494467586","105750","105750","105750","0.00047606179639115","0.00047606179639115","0.00047606179639115"
"106000","106000","106000","106000","0.0003639817974471953","0.0003639817974471953","0.0003639817974471953","106000","106000","106000","0.0018744989389088006","0.0018744989389088006","0.0018744989389088006","106000","106000","106000","0.002620699312305078","0.002620699312305078","0.002620699312305078","106000","106000","106000","0.00047585985661135056","0.00047585985661135056","0.00047585985661135056"
"106250","106250","106250","106250","0.0003647991053876467","0.0003647991053876467","0.0003647991053876467","106250","106250","106250","0.0018800835355650633","0.0018800835355650633","0.0018800835355650633","106250","106250","106250","0.00261709565250203","0.00261709565250203","0.00261709565250203","106250","106250","106250","0.00047622261990909465","0.00047622261990909465","0.00047622261990909465"
"106500","106500","106500","106500","0.0003634955426095985","0.0003634955426095985","0.0003634955426095985","106500","106500","106500","0.0018777363322442398","0.0018777363322442398","0.0018777363322442398","106500","106500","106500","0.0026201987403910608","0.0026201987403910608","0.0026201987403910608","106500","106500","106500","0.0004756831667618826","0.0004756831667618826","0.0004756831667618826"
"106750","106750","106750","106750","0.00036361091712024064","0.00036361091712024064","0.00036361091712024064","106750","106750","106750","0.0018791704253526404","0.0018791704253526404","0.0018791704253526404","106750","106750","106750","0.0026142074677627533","0.0026142074677627533","0.0026142074677627533","106750","106750","106750","0.00047518349293386566","0.00047518349293386566","0.00047518349293386566"
"107000","107000","107000","107000","0.0003638196184183471","0.0003638196184183471","0.0003638196184183471","107000","107000","107000","0.0018758939923718572","0.0018758939923718572","0.0018758939923718572","107000","107000","107000","0.0026181805802043528","0.0026181805802043528","0.0026181805802043528","107000","107000","107000","0.00047695074474904685","0.00047695074474904685","0.00047695074474904685"
"107250","107250","107250","107250","0.00036594493020675146","0.00036594493020675146","0.00036594493020675146","107250","107250","107250","0.0018770604193559847","0.0018770604193559847","0.0018770604193559847","107250","107250","107250","0.0026127686784602703","0.0026127686784602703","0.0026127686784602703","107250","107250","107250","0.0004755319632822648","0.0004755319632822648","0.0004755319632822648"
"107500","107500","107500","107500","0.0003649647936981637","0.0003649647936981637","0.0003649647936981637","107500","107500","107500","0.0018796941073378549","0.0018796941073378549","0.0018796941073378549","107500","107500","107500","0.002614878884749487","0.002614878884749487","0.002614878884749487","107500","107500","107500","0.0004742943778983317","0.0004742943778983317","0.0004742943778983317"
"107750","107750","107750","107750","0.0003661410072236322","0.0003661410072236322","0.0003661410072236322","107750","107750","107750","0.0018753453106619418","0.0018753453106619418","0.0018753453106619418","107750","107750","107750","0.0026155424918979406","0.0026155424918979406","0.0026155424918979406","107750","107750","107750","0.0004741036698105745","0.0004741036698105745","0.0004741036698105745"
"108000","108000","108000","108000","0.00036443923419574275","0.00036443923419574275","0.00036443923419574275","108000","108000","108000","0.0018834279923466966","0.0018834279923466966","0.0018834279923466966","108000","108000","108000","0.0026215445317793636","0.0026215445317793636","0.0026215445317793636","108000","108000","108000","0.0004750455396133475","0.0004750455396133475","0.0004750455396133475"
"108250","108250","108250","108250","0.00036504232525476257","0.00036504232525476257","0.00036504232525476257","108250","108250","108250","0.001872721391846426","0.001872721391846426","0.001872721391846426","108250","108250","108250","0.002609851752407849","0.002609851752407849","0.002609851752407849","108250","108250","108250","0.00047580783945159056","0.00047580783945159056","0.00047580783945159056"
"108500","108500","108500","108500","0.00036464763508411123","0.00036464763508411123","0.00036464763508411123","108500","108500","108500","0.0018711121325613931","0.0018711121325613931","0.0018711121325613931","108500","108500","108500","0.0026148689349647612","0.0026148689349647612","0.0026148689349647612","108500","108500","108500","0.00047369907746906394","0.00047369907746906394","0.00047369907746906394"
"108750","108750","108750","108750","0.0003647015616297722","0.0003647015616297722","0.0003647015616297722","108750","108750","108750","0.0018814968772931024","0.0018814968772931024","0.0018814968772931024","108750","108750","108750","0.0026185240242630244","0.0026185240242630244","0.0026185240242630244","108750","108750","108750","0.00047496101082651875","0.00047496101082651875","0.00047496101082651875"
"109000","109000","109000","109000","0.00036614120221929627","0.00036614120221929627","0.00036614120221929627","109000","109000","109000","0.0018755310454871504","0.0018755310454871504","0.0018755310454871504","109000","109000","109000","0.00261946028273087","0.00261946028273087","0.00261946028273087","109000","109000","109000","0.00047522067168029027","0.00047522067168029027","0.00047522067168029027"
"109250","109250","109250","109250","0.00036579471916775217","0.00036579471916775217","0.00036579471916775217","109250","109250","109250","0.001881639102823101","0.001881639102823101","0.001881639102823101","109250","109250","109250","0.002615111056016758","0.002615111056016758","0.002615111056016758","109250","109250","109250","0.0004753347861405928","0.0004753347861405928","0.0004753347861405928"
"109500","109500","109500","109500","0.0003635872739250772","0.0003635872739250772","0.0003635872739250772","109500","109500","109500","0.0018754593917401508","0.0018754593917401508","0.0018754593917401508","109500","109500","109500","0.0026122134448960423","0.0026122134448960423","0.0026122134448960423","109500","109500","109500","0.0004756719080032781","0.0004756719080032781","0.0004756719080032781"
"109750","109750","109750","109750","0.000363626187783666","0.000363626187783666","0.000363626187783666","109750","109750","109750","0.0018767123064026238","0.0018767123064026238","0.0018767123064026238","109750","109750","109750","0.0026135344768408687","0.0026135344768408687","0.0026135344768408687","109750","109750","109750","0.0004748736803594511","0.0004748736803594511","0.0004748736803594511"
"110000","110000","110000","110000","0.0003646849243668839","0.0003646849243668839","0.0003646849243668839","110000","110000","110000","0.0018705183918355033","0.0018705183918355033","0.0018705183918355033","110000","110000","110000","0.0026157672270201147","0.0026157672270201147","0.0026157672270201147","110000","110000","110000","0.00047563047500443644","0.00047563047500443644","0.00047563047500443644"
"110250","110250","110250","110250","0.00036450706553296184","0.00036450706553296184","0.00036450706553296184","110250","110250","110250","0.001874144755071029","0.001874144755071029","0.001874144755071029","110250","110250","110250","0.002613361028023064","0.002613361028023064","0.002613361028023064","110250","110250","110250","0.0004748645231302362","0.0004748645231302362","0.0004748645231302362"
"110500","110500","110500","110500","0.0003635784387879539","0.0003635784387879539","0.0003635784387879539","110500","110500","110500","0.0018786714703310282","0.0018786714703310282","0.0018786714703310282","110500","110500","110500","0.0026130201602354644","0.0026130201602354644","0.0026130201602354644","110500","110500","110500","0.0004748823225672822","0.0004748823225672822","0.0004748823225672822"
"110750","110750","110750","110750","0.00036382528836838903","0.00036382528836838903","0.00036382528836838903","110750","110750","110750","0.0018756799267139286","0.0018756799267139286","0.0018756799267139286","110750","110750","110750","0.002620440439786762","0.002620440439786762","0.002620440439786762","110750","110750","110750","0.00047385387972462924","0.00047385387972462924","0.00047385387972462924"
"111000","111000","111000","111000","0.0003638300480088219","0.0003638300480088219","0.0003638300480088219","111000","111000","111000","0.001879079929436557","0.001879079929436557","0.001879079929436557","111000","111000","111000","0.0026139002691488713","0.0026139002691488713","0.0026139002691488713","111000","111000","111000","0.00047379825921962037","0.00047379825921962037","0.00047379825921962037"
"111250","111250","111250","111250","0.0003658975475409534","0.0003658975475409534","0.0003658975475409534","111250","111250","111250","0.0018725867011817172","0.0018725867011817172","0.0018725867011817172","111250","111250","111250","0.0026114607544150204","0.0026114607544150204","0.0026114607544150204","111250","111250","111250","0.0004750181322451681","0.0004750181322451681","0.0004750181322451681"
"111500","111500","111500","111500","0.0003646647098066751","0.0003646647098066751","0.0003646647098066751","111500","111500","111500","0.0018772686931770295","0.0018772686931770295","0.0018772686931770295","111500","111500","111500","0.0026112288618460296","0.0026112288618460296","0.0026112288618460296","111500","111500","111500","0.0004742302464437671","0.0004742302464437671","0.0004742302464437671"
"111750","111750","111750","111750","0.0003653656924434472","0.0003653656924434472","0.0003653656924434472","111750","111750","111750","0.0018741470538079738","0.0018741470538079738","0.0018741470538079738","111750","111750","111750","0.002610851673875004","0.002610851673875004","0.002610851673875004","111750","111750","111750","0.0004749456764839124","0.0004749456764839124","0.0004749456764839124"
"112000","112000","112000","112000","0.00036364950967254116","0.00036364950967254116","0.00036364950967254116","112000","112000","112000","0.0018716225026873872","0.0018716225026873872","0.0018716225026873872","112000","112000","112000","0.0026086373582948","0.0026086373582948","0.0026086373582948","112000","112000","112000","0.0004757293665606994","0.0004757293665606994","0.0004757293665606994"
"112250","112250","112250","112250","0.00036441696947440505","0.00036441696947440505","0.00036441696947440505","112250","112250","112250","0.0018705109629081561","0.0018705109629081561","0.0018705109629081561","112250","112250","112250","0.0026104984012199567","0.0026104984012199567","0.0026104984012199567","112250","112250","112250","0.0004751517102704383","0.0004751517102704383","0.0004751517102704383"
"112500","112500","112500","112500","0.00036443429754581304","0.00036443429754581304","0.00036443429754581304","112500","112500","112500","0.0018779071553144604","0.0018779071553144604","0.0018779071553144604","112500","112500","112500","0.0026118899000575767","0.0026118899000575767","0.0026118899000575767","112500","112500","112500","0.00047334730296279303","0.00047334730296279303","0.00047334730296279303"
"112750","112750","112750","112750","0.00036353183750179594","0.00036353183750179594","0.00036353183750179594","112750","112750","112750","0.001867532646516338","0.001867532646516338","0.001867532646516338","112750","112750","112750","0.0026064434819854797","0.0026064434819854797","0.0026064434819854797","112750","112750","112750","0.0004735795064189006","0.0004735795064189006","0.0004735795064189006"
"113000","113000","113000","113000","0.00036527399890474044","0.00036527399890474044","0.00036527399890474044","113000","113000","113000","0.001868285824311897","0.001868285824311897","0.001868285824311897","113000","113000","113000","0.002611886370461434","0.002611886370461434","0.002611886370461434","113000","113000","113000","0.00047500454136752525","0.00047500454136752525","0.00047500454136752525"
"113250","113250","113250","113250","0.00036431521744816563","0.00036431521744816563","0.00036431521744816563","113250","113250","113250","0.0018727123386925086","0.0018727123386925086","0.0018727123386925086","113250","113250","113250","0.002611677951645106","0.002611677951645106","0.002611677951645106","113250","113250","113250","0.0004741629336785991","0.0004741629336785991","0.0004741629336785991"
"113500","113500","113500","113500","0.0003633437788230367","0.0003633437788230367","0.0003633437788230367","113500","113500","113500","0.001879875685321167","0.001879875685321167","0.001879875685321167","113500","113500","113500","0.0026082759965211154","0.0026082759965211154","0.0026082759965211154","113500","113500","113500","0.00047362348856404426","0.00047362348856404426","0.00047362348856404426"
"113750","113750","113750","113750","0.00036237392300972717","0.00036237392300972717","0.00036237392300972717","113750","113750","113750","0.0018733007936971263","0.0018733007936971263","0.0018733007936971263","113750","113750","113750","0.0026073817379074172","0.0026073817379074172","0.0026073817379074172","113750","113750","113750","0.0004729836503393017","0.0004729836503393017","0.0004729836503393017"
"114000","114000","114000","114000","0.00036665195462410336","0.00036665195462410336","0.00036665195462410336","114000","114000","114000","0.0018709229889791459","0.0018709229889791459","0.0018709229889791459","114000","114000","114000","0.0026072197952307762","0.0026072197952307762","0.0026072197952307762","114000","114000","114000","0.0004752120625344105","0.0004752120625344105","0.0004752120625344105"
"114250","114250","114250","114250","0.0003648173596302513","0.0003648173596302513","0.0003648173596302513","114250","114250","114250","0.0018757653869106434","0.0018757653869106434","0.0018757653869106434","114250","114250","114250","0.0026132157915853896","0.0026132157915853896","0.0026132157915853896","114250","114250","114250","0.0004739576426509302","0.0004739576426509302","0.0004739576426509302"
"114500","114500","114500","114500","0.0003657786280382425","0.0003657786280382425","0.0003657786280382425","114500","114500","114500","0.0018748029546113685","0.0018748029546113685","0.0018748029546113685","114500","114500","114500","0.002613192416029051","0.002613192416029051","0.002613192416029051","114500","114500","114500","0.00047468832723097877","0.00047468832723097877","0.00047468832723097877"
"114750","114750","114750","114750","0.00036505519939237276","0.00036505519939237276","0.00036505519939237276","114750","114750","114750","0.0018762823753058911","0.0018762823753058911","0.0018762823753058911","114750","114750","114750","0.0026104992534965277","0.0026104992534965277","0.0026104992534965277","114750","114750","114750","0.0004740440555324312","0.0004740440555324312","0.0004740440555324312"
"115000","115000","115000","115000","0.0003650809685641434","0.0003650809685641434","0.0003650809685641434","115000","115000","115000","0.001870325359981507","0.001870325359981507","0.001870325359981507","115000","115000","115000","0.0026114733049180357","0.0026114733049180357","0.0026114733049180357","115000","115000","115000","0.00047435118784778754","0.00047435118784778754","0.00047435118784778754"
"115250","115250","115250","115250","0.0003646848175267223","0.0003646848175267223","0.0003646848175267223","115250","115250","115250","0.001870054226834327","0.001870054226834327","0.001870054226834327","115250","115250","115250","0.0026088569936109705","0.0026088569936109705","0.0026088569936109705","115250","115250","115250","0.0004745686534442939","0.0004745686534442939","0.0004745686534442939"
