"trainer/global_step","best style a mix - _step","best style a mix - _step__MIN","best style a mix - _step__MAX","best style a mix - train_eiko_epoch","best style a mix - train_eiko_epoch__MIN","best style a mix - train_eiko_epoch__MAX","best curve a mix - _step","best curve a mix - _step__MIN","best curve a mix - _step__MAX","best curve a mix - train_eiko_epoch","best curve a mix - train_eiko_epoch__MIN","best curve a mix - train_eiko_epoch__MAX","best curve a meta - _step","best curve a meta - _step__MIN","best curve a meta - _step__MAX","best curve a meta - train_eiko_epoch","best curve a meta - train_eiko_epoch__MIN","best curve a meta - train_eiko_epoch__MAX","best style a meta - _step","best style a meta - _step__MIN","best style a meta - _step__MAX","best style a meta - train_eiko_epoch","best style a meta - train_eiko_epoch__MIN","best style a meta - train_eiko_epoch__MAX"
"115500","115500","115500","115500","0.0003631823587056715","0.0003631823587056715","0.0003631823587056715","115500","115500","115500","0.0018774447853211313","0.0018774447853211313","0.0018774447853211313","115500","115500","115500","0.0026102208714000883","0.0026102208714000883","0.0026102208714000883","115500","115500","115500","0.0004739041702705435","0.0004739041702705435","0.0004739041702705435"
"115750","115750","115750","115750","0.0003636750444711652","0.0003636750444711652","0.0003636750444711652","115750","115750","115750","0.001873804194969125","0.001873804194969125","0.001873804194969125","115750","115750","115750","0.0026074759101029485","0.0026074759101029485","0.0026074759101029485","115750","115750","115750","0.00047477026819251476","0.00047477026819251476","0.00047477026819251476"
"116000","116000","116000","116000","0.0003652366400929168","0.0003652366400929168","0.0003652366400929168","116000","116000","116000","0.0018702587058069184","0.0018702587058069184","0.0018702587058069184","116000","116000","116000","0.0026104417971801012","0.0026104417971801012","0.0026104417971801012","116000","116000","116000","0.000473150539182825","0.000473150539182825","0.000473150539182825"
"116250","116250","116250","116250","0.000363865835883189","0.000363865835883189","0.000363865835883189","116250","116250","116250","0.0018726995695615186","0.0018726995695615186","0.0018726995695615186","116250","116250","116250","0.002606096517061815","0.002606096517061815","0.002606096517061815","116250","116250","116250","0.00047306941382703374","0.00047306941382703374","0.00047306941382703374"
"116500","116500","116500","116500","0.0003643185415130574","0.0003643185415130574","0.0003643185415130574","116500","116500","116500","0.0018685914066736587","0.0018685914066736587","0.0018685914066736587","116500","116500","116500","0.0026099394083721563","0.0026099394083721563","0.0026099394083721563","116500","116500","116500","0.0004740846036875155","0.0004740846036875155","0.0004740846036875155"
"116750","116750","116750","116750","0.0003636712915904354","0.0003636712915904354","0.0003636712915904354","116750","116750","116750","0.0018694850854808465","0.0018694850854808465","0.0018694850854808465","116750","116750","116750","0.002605587325291708","0.002605587325291708","0.002605587325291708","116750","116750","116750","0.00047358636948047206","0.00047358636948047206","0.00047358636948047206"
"117000","117000","117000","117000","0.00036409856160753406","0.00036409856160753406","0.00036409856160753406","117000","117000","117000","0.0018714019446633757","0.0018714019446633757","0.0018714019446633757","117000","117000","117000","0.0026055846232920887","0.0026055846232920887","0.0026055846232920887","117000","117000","117000","0.0004732239420409314","0.0004732239420409314","0.0004732239420409314"
"117250","117250","117250","117250","0.00036376366176409645","0.00036376366176409645","0.00036376366176409645","117250","117250","117250","0.0018681399082997813","0.0018681399082997813","0.0018681399082997813","117250","117250","117250","0.0026057689029257746","0.0026057689029257746","0.0026057689029257746","117250","117250","117250","0.00047355261287884785","0.00047355261287884785","0.00047355261287884785"
"117500","117500","117500","117500","0.00036348646599799393","0.00036348646599799393","0.00036348646599799393","117500","117500","117500","0.0018708774686092512","0.0018708774686092512","0.0018708774686092512","117500","117500","117500","0.002607014701352455","0.002607014701352455","0.002607014701352455","117500","117500","117500","0.00047372925202944315","0.00047372925202944315","0.00047372925202944315"
"117750","117750","117750","117750","0.0003637421470193658","0.0003637421470193658","0.0003637421470193658","117750","117750","117750","0.001873891812749207","0.001873891812749207","0.001873891812749207","117750","117750","117750","0.0026041718961205334","0.0026041718961205334","0.0026041718961205334","117750","117750","117750","0.00047351305224583483","0.00047351305224583483","0.00047351305224583483"
"118000","118000","118000","118000","0.00036301666041254065","0.00036301666041254065","0.00036301666041254065","118000","118000","118000","0.001877571573248133","0.001877571573248133","0.001877571573248133","118000","118000","118000","0.002604861696017906","0.002604861696017906","0.002604861696017906","118000","118000","118000","0.00047393410943914207","0.00047393410943914207","0.00047393410943914207"
"118250","118250","118250","118250","0.0003643919742316939","0.0003643919742316939","0.0003643919742316939","118250","118250","118250","0.0018772238441742957","0.0018772238441742957","0.0018772238441742957","118250","118250","118250","0.0026084145882632583","0.0026084145882632583","0.0026084145882632583","118250","118250","118250","0.00047303229506360367","0.00047303229506360367","0.00047303229506360367"
"118500","118500","118500","118500","0.0003633795836067293","0.0003633795836067293","0.0003633795836067293","118500","118500","118500","0.0018726735399104656","0.0018726735399104656","0.0018726735399104656","118500","118500","118500","0.002607547023333609","0.002607547023333609","0.002607547023333609","118500","118500","118500","0.0004736710801080335","0.0004736710801080335","0.0004736710801080335"
"118750","118750","118750","118750","0.00036537317468901163","0.00036537317468901163","0.00036537317468901163","118750","118750","118750","0.0018736844887025654","0.0018736844887025654","0.0018736844887025654","118750","118750","118750","0.002610063424566761","0.002610063424566761","0.002610063424566761","118750","118750","118750","0.00047359108651289715","0.00047359108651289715","0.00047359108651289715"
"119000","119000","119000","119000","0.00036422408642829395","0.00036422408642829395","0.00036422408642829395","119000","119000","119000","0.0018752053029602394","0.0018752053029602394","0.0018752053029602394","119000","119000","119000","0.0026083442379022017","0.0026083442379022017","0.0026083442379022017","119000","119000","119000","0.0004735065825807396","0.0004735065825807396","0.0004735065825807396"
"119250","119250","119250","119250","0.0003635678362043109","0.0003635678362043109","0.0003635678362043109","119250","119250","119250","0.0018671597798820584","0.0018671597798820584","0.0018671597798820584","119250","119250","119250","0.002602022294420749","0.002602022294420749","0.002602022294420749","119250","119250","119250","0.00047257156122941524","0.00047257156122941524","0.00047257156122941524"
"119500","119500","119500","119500","0.00036387118737911807","0.00036387118737911807","0.00036387118737911807","119500","119500","119500","0.0018742720336886122","0.0018742720336886122","0.0018742720336886122","119500","119500","119500","0.0026019652844406663","0.0026019652844406663","0.0026019652844406663","119500","119500","119500","0.000473365624260623","0.000473365624260623","0.000473365624260623"
"119750","119750","119750","119750","0.0003637846245546825","0.0003637846245546825","0.0003637846245546825","119750","119750","119750","0.0018716101904865355","0.0018716101904865355","0.0018716101904865355","119750","119750","119750","0.002603867617552169","0.002603867617552169","0.002603867617552169","119750","119750","119750","0.00047385214921087025","0.00047385214921087025","0.00047385214921087025"
"120000","120000","120000","120000","0.0003628246680891607","0.0003628246680891607","0.0003628246680891607","120000","120000","120000","0.0018743386715650559","0.0018743386715650559","0.0018743386715650559","120000","120000","120000","0.002605804308783263","0.002605804308783263","0.002605804308783263","120000","120000","120000","0.0004732150210184045","0.0004732150210184045","0.0004732150210184045"
"120250","120250","120250","120250","0.000363651524821762","0.000363651524821762","0.000363651524821762","120250","120250","120250","0.001866402588551864","0.001866402588551864","0.001866402588551864","120250","120250","120250","0.0026002785882446914","0.0026002785882446914","0.0026002785882446914","120250","120250","120250","0.00047410250850953164","0.00047410250850953164","0.00047410250850953164"
"120500","120500","120500","120500","0.00036352770557277836","0.00036352770557277836","0.00036352770557277836","120500","120500","120500","0.0018706186458002775","0.0018706186458002775","0.0018706186458002775","120500","120500","120500","0.002607472392381169","0.002607472392381169","0.002607472392381169","120500","120500","120500","0.00047275035569327884","0.00047275035569327884","0.00047275035569327884"
"120750","120750","120750","120750","0.0003621390192420222","0.0003621390192420222","0.0003621390192420222","120750","120750","120750","0.0018704101832117885","0.0018704101832117885","0.0018704101832117885","120750","120750","120750","0.0026096365137491377","0.0026096365137491377","0.0026096365137491377","120750","120750","120750","0.0004732955851359293","0.0004732955851359293","0.0004732955851359293"
"121000","121000","121000","121000","0.00036150336227728987","0.00036150336227728987","0.00036150336227728987","121000","121000","121000","0.0018762552215484901","0.0018762552215484901","0.0018762552215484901","121000","121000","121000","0.0026031586159951984","0.0026031586159951984","0.0026031586159951984","121000","121000","121000","0.0004723425497941207","0.0004723425497941207","0.0004723425497941207"
"121250","121250","121250","121250","0.0003643675446510315","0.0003643675446510315","0.0003643675446510315","121250","121250","121250","0.0018721053121844306","0.0018721053121844306","0.0018721053121844306","121250","121250","121250","0.0026027568657882513","0.0026027568657882513","0.0026027568657882513","121250","121250","121250","0.0004739313688769471","0.0004739313688769471","0.0004739313688769471"
"121500","121500","121500","121500","0.00036378972997772507","0.00036378972997772507","0.00036378972997772507","121500","121500","121500","0.0018806418171152472","0.0018806418171152472","0.0018806418171152472","121500","121500","121500","0.0026046874781604857","0.0026046874781604857","0.0026046874781604857","121500","121500","121500","0.0004722201966214925","0.0004722201966214925","0.0004722201966214925"
"121750","121750","121750","121750","0.00036291562431142667","0.00036291562431142667","0.00036291562431142667","121750","121750","121750","0.0018617948160972446","0.0018617948160972446","0.0018617948160972446","121750","121750","121750","0.0025991120892576874","0.0025991120892576874","0.0025991120892576874","121750","121750","121750","0.00047410300982301124","0.00047410300982301124","0.00047410300982301124"
"122000","122000","122000","122000","0.0003645345958066173","0.0003645345958066173","0.0003645345958066173","122000","122000","122000","0.0018764928344171495","0.0018764928344171495","0.0018764928344171495","122000","122000","122000","0.0026145912709180266","0.0026145912709180266","0.0026145912709180266","122000","122000","122000","0.00047240366140613335","0.00047240366140613335","0.00047240366140613335"
